,id,date_insert,year,month,day,hour,sensor_id,lat,lng,wtempV_°C,conductivity_of_solution_ mS_cm,oxidation_reduction_potential_ mV,total_suspended_solids_mg_L,turbidity_NTU,dissolved_oxygen_concentration _ppm,dissolved_oxygen_concentration_mg_L,oxygen_saturation_%,salinity_ppt,dissolved_solids _ppm
1481,1482.0,2025-07-11 00:00:00,2025,7,11,0,976,38.310409,21.784038,24.32,56745.08,-154.25,36.84,25.76,7.58,7.58,89.17,37.93,37003.47
1490,1491.0,2025-07-11 01:00:00,2025,7,11,1,976,38.310409,21.784038,24.53,56899.59,-152.56,36.66,23.35,7.7,7.7,92.28,38.05,37104.23
1499,1500.0,2025-07-11 02:00:00,2025,7,11,2,976,38.310409,21.784038,24.57,56852.45,-155.24,33.19,24.98,7.4,7.4,88.41,38.01,37073.48
1508,1509.0,2025-07-11 03:00:00,2025,7,11,3,976,38.310409,21.784038,24.25,56888.14,-154.78,35.32,26.1,7.46,7.46,88.89,38.04,37096.76
1517,1518.0,2025-07-11 04:00:00,2025,7,11,4,976,38.310409,21.784038,24.17,56851.73,-155.89,33.56,23.58,7.43,7.43,88.54,38.01,37073.02
1526,1527.0,2025-07-11 05:00:00,2025,7,11,5,976,38.310409,21.784038,24.34,56901.78,-152.54,33.39,22.92,7.75,7.75,92.47,38.05,37105.65
1535,1536.0,2025-07-11 06:00:00,2025,7,11,6,976,38.310409,21.784038,24.28,56878.13,-151.56,35.5,26.64,7.68,7.68,91.44,38.03,37090.23
1544,1545.0,2025-07-11 07:00:00,2025,7,11,7,976,38.310409,21.784038,24.16,56966.03,-146.64,33.85,24.18,7.87,7.87,93.7,38.1,37147.55
1553,1554.0,2025-07-11 08:00:00,2025,7,11,8,976,38.310409,21.784038,24.53,56944.13,-147.53,31.35,32.45,7.82,7.82,93.26,38.09,37133.27
1562,1563.0,2025-07-11 09:00:00,2025,7,11,9,976,38.310409,21.784038,24.6,56895.84,-147.44,26.34,20.65,8.02,8.02,96.09,38.05,37101.78
1571,1572.0,2025-07-11 10:00:00,2025,7,11,10,976,38.310409,21.784038,24.69,56863.89,-145.44,40.59,30.14,8.11,8.11,97.56,38.02,37080.94
1580,1581.0,2025-07-11 11:00:00,2025,7,11,11,976,38.310409,21.784038,24.21,56696.23,-146.55,267.68,48.66,7.95,7.95,94.21,37.89,36971.62
1589,1590.0,2025-07-11 12:00:00,2025,7,11,12,976,38.310409,21.784038,25.18,56840.51,-146.9,152.95,70.07,7.82,7.82,94.81,9998.04,37065.7
1598,1599.0,2025-07-11 13:00:00,2025,7,11,13,976,38.310409,21.784038,25.4,55577.76,-147.09,185.53,62.63,7.88,7.88,95.93,9998.04,36242.26
1607,1608.0,2025-07-11 14:00:00,2025,7,11,14,976,38.310409,21.784038,24.87,56762.31,-147.22,126.2,36.66,7.89,7.89,94.93,9998.04,37014.7
1616,1617.0,2025-07-11 15:00:00,2025,7,11,15,976,38.310409,21.784038,24.98,56831.35,-146.52,34.61,33.08,7.93,7.93,95.98,38.0,37059.72
1625,1626.0,2025-07-11 16:00:00,2025,7,11,16,976,38.310409,21.784038,25.44,56850.74,-145.66,46.84,29.9,7.79,7.79,95.26,38.01,37072.37
1634,1635.0,2025-07-11 17:00:00,2025,7,11,17,976,38.310409,21.784038,25.46,56944.47,-143.88,36.13,29.13,7.82,7.82,95.51,38.09,37133.49
1643,1644.0,2025-07-11 18:00:00,2025,7,11,18,976,38.310409,21.784038,25.39,56904.2,-144.41,36.75,32.45,7.83,7.83,95.59,38.05,37107.23
1652,1653.0,2025-07-11 19:00:00,2025,7,11,19,976,38.310409,21.784038,25.3,56850.66,-144.64,36.67,27.69,7.86,7.86,95.81,38.01,37072.32
1661,1662.0,2025-07-11 20:00:00,2025,7,11,20,976,38.310409,21.784038,25.27,56871.13,-147.78,38.39,28.97,7.86,7.86,95.72,38.03,37085.66
1670,1671.0,2025-07-11 21:00:00,2025,7,11,21,976,38.310409,21.784038,24.96,57004.0,-149.47,35.31,24.99,7.76,7.76,92.99,38.14,37172.31
1679,1680.0,2025-07-11 22:00:00,2025,7,11,22,976,38.310409,21.784038,24.5,56892.58,-153.22,36.54,25.23,7.4,7.4,88.66,38.05,37099.65
1688,1689.0,2025-07-11 23:00:00,2025,7,11,23,976,38.310409,21.784038,24.63,56919.68,-151.8,40.02,25.99,7.23,7.23,85.26,38.07,37117.32
1697,1698.0,2025-07-12 00:00:00,2025,7,12,0,976,38.310409,21.784038,24.47,56786.41,-150.2,34.66,25.6,7.38,7.38,88.34,37.96,37030.42
1706,1707.0,2025-07-12 01:00:00,2025,7,12,1,976,38.310409,21.784038,24.36,56890.52,-148.2,45.89,28.09,7.2,7.2,86.12,38.04,37098.31
1715,1716.0,2025-07-12 02:00:00,2025,7,12,2,976,38.310409,21.784038,24.67,56858.64,-151.82,43.81,28.79,7.39,7.39,88.78,38.02,37077.52
1724,1725.0,2025-07-12 03:00:00,2025,7,12,3,976,38.310409,21.784038,24.43,56860.39,-152.29,36.44,24.66,7.43,7.43,88.68,38.02,37078.66
1733,1734.0,2025-07-12 04:00:00,2025,7,12,4,976,38.310409,21.784038,24.42,56896.88,-156.28,34.85,24.53,6.98,6.98,83.44,38.05,37102.45
1742,1743.0,2025-07-12 05:00:00,2025,7,12,5,976,38.310409,21.784038,24.36,56825.07,-149.17,39.03,26.09,7.69,7.69,91.89,37.99,37055.63
1751,1752.0,2025-07-12 06:00:00,2025,7,12,6,976,38.310409,21.784038,24.26,56916.28,-149.73,38.92,28.48,7.62,7.62,90.75,38.06,37115.11
1760,1761.0,2025-07-12 07:00:00,2025,7,12,7,976,38.310409,21.784038,24.57,56848.23,-140.44,36.57,29.16,7.52,7.52,90.21,38.01,37070.73
1769,1770.0,2025-07-12 08:00:00,2025,7,12,8,976,38.310409,21.784038,24.4,56886.9,-140.39,241.42,152.13,7.76,7.76,92.84,38.04,37095.95
1778,1779.0,2025-07-12 09:00:00,2025,7,12,9,976,38.310409,21.784038,24.13,57012.22,-141.14,34.75,27.66,8.09,8.09,96.28,38.14,37177.67
1787,1788.0,2025-07-12 10:00:00,2025,7,12,10,976,38.310409,21.784038,24.52,56872.56,-141.78,37.4,28.75,8.15,8.15,97.56,38.03,37086.6
1796,1797.0,2025-07-12 11:00:00,2025,7,12,11,976,38.310409,21.784038,25.16,56800.71,-143.62,34.89,26.36,8.0,8.0,97.19,37.97,37039.75
1805,1806.0,2025-07-12 12:00:00,2025,7,12,12,976,38.310409,21.784038,23.63,56800.71,-139.79,30.47,24.18,8.29,8.29,96.46,37.97,37039.75
1814,1815.0,2025-07-12 13:00:00,2025,7,12,13,976,38.310409,21.784038,23.98,56800.71,-139.23,27.6,23.37,8.42,8.42,100.22,37.97,37039.75
1823,1824.0,2025-07-12 14:00:00,2025,7,12,14,976,38.310409,21.784038,24.04,56816.92,-141.58,33.2,25.25,8.26,8.26,98.4,37.98,37050.32
1832,1833.0,2025-07-12 15:00:00,2025,7,12,15,976,38.310409,21.784038,24.11,56815.81,-142.53,54.46,74.15,8.13,8.13,96.87,37.98,37049.59
1841,1842.0,2025-07-12 16:00:00,2025,7,12,16,976,38.310409,21.784038,23.99,56979.13,-140.86,37.28,29.28,8.21,8.21,97.71,38.12,37156.09
1850,1851.0,2025-07-12 17:00:00,2025,7,12,17,976,38.310409,21.784038,23.91,57035.79,-137.87,32.44,34.92,8.26,8.26,98.36,38.16,37193.04
1859,1860.0,2025-07-12 18:00:00,2025,7,12,18,976,38.310409,21.784038,23.81,56859.83,-137.8,38.79,30.74,8.23,8.23,97.84,38.02,37078.3
1868,1869.0,2025-07-12 19:00:00,2025,7,12,19,976,38.310409,21.784038,23.71,56811.35,-138.57,41.13,31.86,8.19,8.19,96.83,37.98,37046.68
1877,1878.0,2025-07-12 20:00:00,2025,7,12,20,976,38.310409,21.784038,23.67,56869.88,-142.67,39.66,31.24,8.0,8.0,94.67,38.03,37084.85
1886,1887.0,2025-07-12 21:00:00,2025,7,12,21,976,38.310409,21.784038,23.41,56898.78,-147.09,38.67,28.9,7.89,7.89,92.8,38.05,37103.7
1895,1896.0,2025-07-12 22:00:00,2025,7,12,22,976,38.310409,21.784038,23.37,56931.55,-147.32,40.31,29.38,7.78,7.78,91.31,38.08,37125.06
1904,1905.0,2025-07-12 23:00:00,2025,7,12,23,976,38.310409,21.784038,23.98,56895.7,-151.6,44.16,33.12,7.32,7.32,87.11,38.05,37101.69
1913,1914.0,2025-07-13 00:00:00,2025,7,13,0,976,38.310409,21.784038,22.77,56905.07,-147.2,49.0,34.04,7.53,7.53,87.41,38.06,37107.8
1922,1923.0,2025-07-13 01:00:00,2025,7,13,1,976,38.310409,21.784038,22.64,56852.79,-147.42,8.44,8.06,7.78,7.78,90.49,38.01,37073.7
1931,1932.0,2025-07-13 02:00:00,2025,7,13,2,976,38.310409,21.784038,22.92,56694.03,-148.93,29.17,21.07,7.63,7.63,89.21,37.89,36970.18
1940,1941.0,2025-07-13 03:00:00,2025,7,13,3,976,38.310409,21.784038,22.91,56775.14,-147.91,60.26,46.35,7.53,7.53,87.62,37.95,37023.07
1949,1950.0,2025-07-13 04:00:00,2025,7,13,4,976,38.310409,21.784038,23.13,56844.77,-152.08,34.59,24.96,7.43,7.43,86.4,38.01,37068.47
1958,1959.0,2025-07-13 05:00:00,2025,7,13,5,976,38.310409,21.784038,23.07,56712.34,-154.93,37.98,37.72,7.26,7.26,84.78,37.9,36982.12
1967,1968.0,2025-07-13 06:00:00,2025,7,13,6,976,38.310409,21.784038,23.05,56809.55,-147.79,37.21,30.75,7.84,7.84,91.42,37.98,37045.51
1976,1977.0,2025-07-13 07:00:00,2025,7,13,7,976,38.310409,21.784038,22.7,56667.18,-136.97,40.17,30.49,7.97,7.97,92.47,37.86,36952.67
1983,1984.0,2025-07-13 08:00:00,2025,7,13,8,976,38.310409,21.784038,22.46,56782.87,-134.98,39.95,29.61,8.22,8.22,94.88,37.96,37028.11
1992,1993.0,2025-07-13 09:00:00,2025,7,13,9,976,38.310409,21.784038,22.42,56990.89,-135.0,38.7,29.82,8.47,8.47,97.64,38.12,37163.76
2001,2002.0,2025-07-13 10:00:00,2025,7,13,10,976,38.310409,21.784038,22.51,56909.07,-136.96,38.5,29.64,8.41,8.41,97.16,38.06,37110.41
2010,2011.0,2025-07-13 11:00:00,2025,7,13,11,976,38.310409,21.784038,23.11,56855.52,-135.94,1418.79,26.615000000000002,8.57,8.57,99.76,38.02,37075.48
2019,2020.0,2025-07-13 12:00:00,2025,7,13,12,976,38.310409,21.784038,23.4,56872.97,-139.78,30.57,23.59,8.34,8.34,96.91,38.03,37086.87
2028,2029.0,2025-07-13 13:00:00,2025,7,13,13,976,38.310409,21.784038,23.27,56762.18,-142.65,33.54,29.41,8.56,8.56,100.5,37.94,37014.62
2037,2038.0,2025-07-13 14:00:00,2025,7,13,14,976,38.310409,21.784038,23.26,56825.71,-139.5,32.29,24.88,8.43,8.43,98.34,37.99,37056.05
2046,2047.0,2025-07-13 15:00:00,2025,7,13,15,976,38.310409,21.784038,23.26,56732.9,-137.36,895.66,25.424999999999997,8.5,8.5,99.75,37.92,36995.52
2055,2056.0,2025-07-13 16:00:00,2025,7,13,16,976,38.310409,21.784038,23.63,56840.97,-135.91,35.65,25.97,8.67,8.67,101.97,38.0,37066.0
2064,2065.0,2025-07-13 17:00:00,2025,7,13,17,976,38.310409,21.784038,23.52,56925.23,-135.89,32.01,30.18,8.36,8.36,98.69,38.07,37120.94
2073,2074.0,2025-07-13 18:00:00,2025,7,13,18,976,38.310409,21.784038,23.53,56871.72,-135.79,29.27,24.82,8.32,8.32,98.0,38.03,37086.05
2082,2083.0,2025-07-13 19:00:00,2025,7,13,19,976,38.310409,21.784038,23.53,56869.69,-134.79,31.94,26.89,8.3,8.3,97.84,38.03,37084.73
2091,2092.0,2025-07-13 20:00:00,2025,7,13,20,976,38.310409,21.784038,23.27,56895.53,-139.86,34.54,25.7,8.07,8.07,94.79,38.05,37101.57
2100,2101.0,2025-07-13 21:00:00,2025,7,13,21,976,38.310409,21.784038,23.23,56871.32,-146.72,33.99,25.84,7.99,7.99,93.71,38.03,37085.79
2109,2110.0,2025-07-13 22:00:00,2025,7,13,22,976,38.310409,21.784038,23.44,56850.58,-145.42,40.41,28.49,8.03,8.03,94.31,38.01,37072.27
2118,2119.0,2025-07-13 23:00:00,2025,7,13,23,976,38.310409,21.784038,23.92,56785.09,-148.04,43.97,25.11,7.6,7.6,90.16,37.96,37029.56
2127,2128.0,2025-07-14 00:00:00,2025,7,14,0,976,38.310409,21.784038,21.1,56846.74,-142.24,39.46,26.02,8.09,8.09,90.22,38.01,37069.76
2136,2137.0,2025-07-14 01:00:00,2025,7,14,1,976,38.310409,21.784038,21.57,56746.89,-143.52,40.33,27.55,7.86,7.86,88.78,37.93,37004.65
2145,2146.0,2025-07-14 02:00:00,2025,7,14,2,976,38.310409,21.784038,22.89,56849.33,-146.28,213.65,346.84,7.74,7.74,90.1,9999.04,37071.45
2154,2155.0,2025-07-14 03:00:00,2025,7,14,3,976,38.310409,21.784038,22.83,56924.12,-146.85,86.78,304.26,7.75,7.75,90.17,38.07,37120.22
2163,2164.0,2025-07-14 04:00:00,2025,7,14,4,976,38.310409,21.784038,23.17,56770.76,-147.57,1098.35,261.68,7.49,7.49,87.53,37.95,37020.21
2172,2173.0,2025-07-14 05:00:00,2025,7,14,5,976,38.310409,21.784038,23.41,56804.96,-146.03,34.88,26.34,7.82,7.82,92.1,37.98,37042.52
2181,2182.0,2025-07-14 06:00:00,2025,7,14,6,976,38.310409,21.784038,23.23,56961.61,-147.73,34.88,26.62,7.67,7.67,89.9,38.1,37144.67
2190,2191.0,2025-07-14 07:00:00,2025,7,14,7,976,38.310409,21.784038,23.34,56853.46,-138.26,35.03,26.92,8.05,8.05,93.6,38.01,37074.14
2199,2200.0,2025-07-14 08:00:00,2025,7,14,8,976,38.310409,21.784038,23.53,56853.44,-130.73,28.07,20.99,8.1,8.1,95.92,38.01,37074.13
2208,2209.0,2025-07-14 09:00:00,2025,7,14,9,976,38.310409,21.784038,23.81,56789.66,-135.17,29.84,25.41,8.21,8.21,96.09,37.96,37032.54
2217,2218.0,2025-07-14 10:00:00,2025,7,14,10,976,38.310409,21.784038,23.35,56826.47,-134.49,39.22,32.47,8.34,8.34,98.09,37.99,37056.54
2226,2227.0,2025-07-14 11:00:00,2025,7,14,11,976,38.310409,21.784038,23.69,56911.29,-132.01,36.41,29.26,8.46,8.46,100.31,38.06,37111.85
2235,2236.0,2025-07-14 12:00:00,2025,7,14,12,976,38.310409,21.784038,23.66,56935.36,-134.21,38.91,28.55,8.47,8.47,100.22,38.08,37127.55
2244,2245.0,2025-07-14 13:00:00,2025,7,14,13,976,38.310409,21.784038,22.94,56883.73,-133.88,38.89,28.85,8.59,8.59,99.73,38.04,37093.88
2253,2254.0,2025-07-14 14:00:00,2025,7,14,14,976,38.310409,21.784038,22.55,56837.14,-131.94,42.53,45.93,8.72,8.72,100.79,38.0,37063.5
2262,2263.0,2025-07-14 15:00:00,2025,7,14,15,976,38.310409,21.784038,22.41,56805.42,-133.63,38.0,28.41,8.38,8.38,96.13,37.98,37042.82
2271,2272.0,2025-07-14 16:00:00,2025,7,14,16,976,38.310409,21.784038,22.64,56852.41,-132.18,41.24,44.45,8.38,8.38,97.07,38.01,37073.46
2280,2281.0,2025-07-14 17:00:00,2025,7,14,17,976,38.310409,21.784038,23.72,56867.11,-131.83,205.9,30.99,8.34,8.34,97.75,38.02,37083.04
2289,2290.0,2025-07-14 18:00:00,2025,7,14,18,976,38.310409,21.784038,24.17,56930.82,-133.65,43.34,35.8,8.18,8.18,96.68,38.08,37124.59
2298,2299.0,2025-07-14 19:00:00,2025,7,14,19,976,38.310409,21.784038,25.29,57027.22,-131.72,42.62,30.91,7.95,7.95,95.45,38.15,37187.45
2307,2308.0,2025-07-14 20:00:00,2025,7,14,20,976,38.310409,21.784038,24.1,56906.29,-139.19,44.78,31.17,7.83,7.83,93.29,38.06,37108.59
2316,2317.0,2025-07-14 21:00:00,2025,7,14,21,976,38.310409,21.784038,23.79,56992.68,-144.42,33.7,25.23,7.83,7.83,92.97,38.13,37164.93
2325,2326.0,2025-07-14 22:00:00,2025,7,14,22,976,38.310409,21.784038,24.28,57005.78,-145.38,45.45,28.78,7.69,7.69,91.55,38.14,37173.47
2334,2335.0,2025-07-14 23:00:00,2025,7,14,23,976,38.310409,21.784038,24.3,56949.28,-147.41,47.54,33.01,7.5,7.5,89.46,38.09,37136.63
2343,2344.0,2025-07-15 00:00:00,2025,7,15,0,976,38.310409,21.784038,24.32,57041.28,-150.52,38.55,27.87,7.22,7.22,86.18,38.17,37196.62
2352,2353.0,2025-07-15 01:00:00,2025,7,15,1,976,38.310409,21.784038,23.79,56935.14,-145.94,91.41,59.94,7.54,7.54,89.54,38.08,37127.4
2361,2362.0,2025-07-15 02:00:00,2025,7,15,2,976,38.310409,21.784038,23.76,56841.66,-147.45,403.17,249.33,7.34,7.34,86.85,38.0,37066.45
2370,2371.0,2025-07-15 03:00:00,2025,7,15,3,976,38.310409,21.784038,24.05,56867.26,-145.98,33.39,29.65,7.48,7.48,89.08,38.03,37083.14
2379,2380.0,2025-07-15 04:00:00,2025,7,15,4,976,38.310409,21.784038,23.95,56869.82,-145.45,30.89,23.0,7.62,7.62,90.18,38.03,37084.81
2388,2389.0,2025-07-15 05:00:00,2025,7,15,5,976,38.310409,21.784038,23.6,56821.27,-145.32,31.18,22.44,7.63,7.63,89.34,37.99,37053.15
2397,2398.0,2025-07-15 06:00:00,2025,7,15,6,976,38.310409,21.784038,23.74,56900.41,-145.5,38.46,31.86,7.67,7.67,90.54,38.05,37104.76
2406,2407.0,2025-07-15 07:00:00,2025,7,15,7,976,38.310409,21.784038,23.76,56932.05,-136.95,36.58,29.12,7.7,7.7,91.22,38.08,37125.39
2415,2416.0,2025-07-15 08:00:00,2025,7,15,8,976,38.310409,21.784038,24.4,56906.64,-122.91,35.94,26.09,7.86,7.86,93.55,38.06,37108.82
2424,2425.0,2025-07-15 09:00:00,2025,7,15,9,976,38.310409,21.784038,23.77,56819.56,-127.74,40.22,30.46,7.99,7.99,94.58,37.99,37052.04
2433,2434.0,2025-07-15 10:00:00,2025,7,15,10,976,38.310409,21.784038,23.97,56841.68,-124.58,61.56,48.5,8.17,8.17,97.3,38.0,37066.46
2442,2443.0,2025-07-15 11:00:00,2025,7,15,11,976,38.310409,21.784038,24.06,56918.1,-125.2,40.32,27.28,8.13,8.13,96.46,38.07,37116.3
2451,2452.0,2025-07-15 12:00:00,2025,7,15,12,976,38.310409,21.784038,24.47,56966.1,-127.18,54.34,35.93,8.36,8.36,100.1,38.1,37147.6
2460,2461.0,2025-07-15 13:00:00,2025,7,15,13,976,38.310409,21.784038,24.47,56864.7,-131.68,45.85,31.04,8.2,8.2,97.52,38.02,37081.47
2469,2470.0,2025-07-15 14:00:00,2025,7,15,14,976,38.310409,21.784038,24.7,56952.75,-128.03,44.02,33.76,8.34,8.34,99.97,38.09,37138.89
2478,2479.0,2025-07-15 15:00:00,2025,7,15,15,976,38.310409,21.784038,24.76,56976.81,-128.58,625.63,396.59,8.58,8.58,103.31,38.11,37154.58
2487,2488.0,2025-07-15 16:00:00,2025,7,15,16,976,38.310409,21.784038,24.6,56878.68,-128.35,51.99,34.37,8.6,8.6,103.3,38.03,37090.59
2496,2497.0,2025-07-15 17:00:00,2025,7,15,17,976,38.310409,21.784038,24.66,56910.33,-128.19,51.98,38.48,8.29,8.29,99.72,38.06,37111.23
2505,2506.0,2025-07-15 18:00:00,2025,7,15,18,976,38.310409,21.784038,24.54,56988.22,-132.5,46.82,36.13,8.05,8.05,96.62,38.12,37162.02
2514,2515.0,2025-07-15 19:00:00,2025,7,15,19,976,38.310409,21.784038,24.78,56953.7,-134.53,48.93,32.66,7.92,7.92,95.55,38.09,37139.51
2523,2524.0,2025-07-15 20:00:00,2025,7,15,20,976,38.310409,21.784038,24.84,57037.8,-140.25,40.84,31.44,7.82,7.82,94.08,38.16,37194.36
2532,2533.0,2025-07-15 21:00:00,2025,7,15,21,976,38.310409,21.784038,24.78,56933.41,-143.26,41.66,49.28,7.83,7.83,94.4,38.08,37126.28
2541,2542.0,2025-07-15 22:00:00,2025,7,15,22,976,38.310409,21.784038,24.02,56934.29,-141.66,46.27,38.39,7.9,7.9,93.95,38.08,37126.85
2550,2551.0,2025-07-15 23:00:00,2025,7,15,23,976,38.310409,21.784038,24.1,57076.8,-142.54,69.2,42.32,7.79,7.79,92.71,9998.04,37219.79
2559,2560.0,2025-07-16 00:00:00,2025,7,16,0,976,38.310409,21.784038,24.74,57145.98,-146.42,195.1,39.11,7.48,7.48,89.11,38.25,37264.89
2568,2569.0,2025-07-16 01:00:00,2025,7,16,1,976,38.310409,21.784038,23.79,57004.84,-144.03,85.28,81.1,7.59,7.59,89.69,38.14,37172.86
2577,2578.0,2025-07-16 02:00:00,2025,7,16,2,976,38.310409,21.784038,23.83,54295.81,-145.89,505.74,250.9,7.57,7.57,89.81,35.97,35406.3
2586,2587.0,2025-07-16 03:00:00,2025,7,16,3,976,38.310409,21.784038,24.39,57178.59,-143.99,406.69,90.23,7.74,7.74,92.55,38.28,37286.16
2595,2596.0,2025-07-16 04:00:00,2025,7,16,4,976,38.310409,21.784038,24.27,57061.13,-144.59,111.84,215.43,7.67,7.67,91.39,38.18,37209.57
2604,2605.0,2025-07-16 05:00:00,2025,7,16,5,976,38.310409,21.784038,24.23,56945.31,-145.35,900.46,131.88,7.65,7.65,91.16,9998.04,37134.04
2613,2614.0,2025-07-16 06:00:00,2025,7,16,6,976,38.310409,21.784038,24.08,56944.44,-140.91,87.93,51.1,7.77,7.77,91.92,38.09,37133.47
2622,2623.0,2025-07-16 07:00:00,2025,7,16,7,976,38.310409,21.784038,23.95,56867.3,-135.23,56.7,42.23,7.83,7.83,93.15,38.03,37083.17
2631,2632.0,2025-07-16 08:00:00,2025,7,16,8,976,38.310409,21.784038,23.98,56940.23,-131.02,52.22,38.71,7.82,7.82,93.15,38.08,37130.72
2640,2641.0,2025-07-16 09:00:00,2025,7,16,9,976,38.310409,21.784038,24.11,56936.39,-129.82,59.49,49.06,8.09,8.09,96.38,38.08,37128.22
2649,2650.0,2025-07-16 10:00:00,2025,7,16,10,976,38.310409,21.784038,24.37,57003.14,-128.83,66.38,48.62,8.21,8.21,98.04,38.13,37171.75
2658,2659.0,2025-07-16 11:00:00,2025,7,16,11,976,38.310409,21.784038,24.23,57003.37,-129.44,65.88,45.14,8.16,8.16,97.3,38.13,37171.9
2667,2668.0,2025-07-16 12:00:00,2025,7,16,12,976,38.310409,21.784038,24.42,57063.11,-131.25,78.2,57.41,8.08,8.08,96.67,38.18,37210.86
2676,2677.0,2025-07-16 13:00:00,2025,7,16,13,976,38.310409,21.784038,24.45,56900.0,-134.96,133.78,61.61,8.07,8.07,96.28,38.05,37104.49
2685,2686.0,2025-07-16 14:00:00,2025,7,16,14,976,38.310409,21.784038,25.0,56900.39,-127.01,83.91,57.45,7.9,7.9,95.29,38.05,37104.75
2694,2695.0,2025-07-16 15:00:00,2025,7,16,15,976,38.310409,21.784038,24.58,56933.66,-123.86,131.97,242.77,8.0,8.0,96.1,9998.04,37126.44
2703,2704.0,2025-07-16 16:00:00,2025,7,16,16,976,38.310409,21.784038,24.31,56782.88,-123.12,131.18,62.11,8.15,8.15,97.24,37.96,37028.12
2717,2718.0,2025-07-16 22:00:00,2025,7,16,22,976,38.310409,21.784038,23.45,56941.98,-145.6,88.29,59.32,7.77,7.77,91.52,38.09,37131.87
2726,2727.0,2025-07-16 23:00:00,2025,7,16,23,976,38.310409,21.784038,23.47,56937.84,-147.97,83.39,54.11,7.54,7.54,88.85,38.08,37129.16
2735,2736.0,2025-07-17 00:00:00,2025,7,17,0,976,38.310409,21.784038,23.62,56954.43,-142.46,81.59,56.06,7.97,7.97,91.83,38.1,37139.98
2744,2745.0,2025-07-17 01:00:00,2025,7,17,1,976,38.310409,21.784038,23.89,56911.52,-146.57,86.84,47.36,7.59,7.59,90.31,38.06,37112.01
2753,2754.0,2025-07-17 02:00:00,2025,7,17,2,976,38.310409,21.784038,24.07,56934.23,-145.77,56.22,41.67,7.76,7.76,92.41,38.08,37126.82
2762,2763.0,2025-07-17 03:00:00,2025,7,17,3,976,38.310409,21.784038,24.08,57004.35,-149.8,68.35,42.99,7.42,7.42,88.36,38.14,37172.54
2771,2772.0,2025-07-17 04:00:00,2025,7,17,4,976,38.310409,21.784038,24.0,56880.3,-153.54,79.87,51.21,7.18,7.18,85.54,38.04,37091.64
2780,2781.0,2025-07-17 05:00:00,2025,7,17,5,976,38.310409,21.784038,23.79,56990.9,-150.54,67.96,48.21,7.37,7.37,87.33,38.12,37163.77
2789,2790.0,2025-07-17 06:00:00,2025,7,17,6,976,38.310409,21.784038,23.68,56920.02,-144.75,78.58,54.82,7.49,7.49,88.7,38.07,37117.55
2798,2799.0,2025-07-17 07:00:00,2025,7,17,7,976,38.310409,21.784038,23.78,56904.23,-138.63,88.32,56.78,7.68,7.68,90.62,38.05,37107.25
2807,2808.0,2025-07-17 08:00:00,2025,7,17,8,976,38.310409,21.784038,23.36,56995.86,-127.86,102.49,62.65,8.16,8.16,94.96,38.13,37167.0
2816,2817.0,2025-07-17 09:00:00,2025,7,17,9,976,38.310409,21.784038,23.71,57012.32,-123.79,83.58,60.39,8.3,8.3,98.36,38.14,37177.74
2825,2826.0,2025-07-17 10:00:00,2025,7,17,10,976,38.310409,21.784038,23.55,56892.52,-124.29,98.4,62.62,8.27,8.27,97.6,38.05,37099.62
2834,2835.0,2025-07-17 11:00:00,2025,7,17,11,976,38.310409,21.784038,23.44,56867.46,-124.47,80.34,60.24,8.2,8.2,96.69,38.03,37083.27
2843,2844.0,2025-07-17 12:00:00,2025,7,17,12,976,38.310409,21.784038,23.21,56859.07,-124.81,86.39,60.64,8.32,8.32,97.53,38.02,37077.8
2852,2853.0,2025-07-17 13:00:00,2025,7,17,13,976,38.310409,21.784038,24.0,56814.8,-124.64,80.45,58.02,8.14,8.14,96.03,37.98,37048.93
2861,2862.0,2025-07-17 14:00:00,2025,7,17,14,976,38.310409,21.784038,23.57,57127.83,-124.54,89.59,64.16,8.2,8.2,96.79,38.23,37253.06
2870,2871.0,2025-07-17 15:00:00,2025,7,17,15,976,38.310409,21.784038,24.26,56826.76,-117.52,82.09,58.76,8.11,8.11,96.74,37.99,37056.73
2879,2880.0,2025-07-17 16:00:00,2025,7,17,16,976,38.310409,21.784038,24.4,56858.85,-119.02,93.62,62.6,8.07,8.07,96.46,38.02,37077.66
2888,2889.0,2025-07-17 17:00:00,2025,7,17,17,976,38.310409,21.784038,24.32,56842.34,-125.46,74.72,58.88,8.08,8.08,96.49,38.01,37066.89
2897,2898.0,2025-07-17 18:00:00,2025,7,17,18,976,38.310409,21.784038,23.65,56795.86,-123.71,348.66,85.68,8.14,8.14,96.42,9998.04,37036.58
2906,2907.0,2025-07-17 19:00:00,2025,7,17,19,976,38.310409,21.784038,23.38,56878.77,-125.67,91.2,59.99,8.12,8.12,95.56,38.03,37090.65
2915,2916.0,2025-07-17 20:00:00,2025,7,17,20,976,38.310409,21.784038,23.51,56842.95,-130.02,89.86,59.85,8.11,8.11,95.78,38.01,37067.29
2924,2925.0,2025-07-17 21:00:00,2025,7,17,21,976,38.310409,21.784038,23.87,56828.92,-147.93,95.5,63.04,7.79,7.79,92.57,37.99,37058.14
2933,2934.0,2025-07-17 22:00:00,2025,7,17,22,976,38.310409,21.784038,23.86,56841.7,-150.82,108.55,70.87,7.6,7.6,90.2,38.0,37066.47
