,Unnamed: 0,id,date_insert,sensor_id,wtempV_°C,conductivity_of_solution_ mS_cm,oxidation_reduction_potential_ mV,total_suspended_solids_mg_L,turbidity_NTU,dissolved_oxygen_concentration _ppm,dissolved_oxygen_concentration_mg_L,oxygen_saturation_%,salinity_ppt,dissolved_solids _ppm,location,Water_Quality_Label
1438,1697,1698.0,2025-07-12 00:00:00,976,24.47,56786.41,-150.2,34.66,25.6,7.38,7.38,88.34,37.96,37030.42,Ακταίο,Ok
1446,1706,1707.0,2025-07-12 01:00:00,976,24.36,56890.52,-148.2,45.89,28.09,7.2,7.2,86.12,38.04,37098.31,Ακταίο,Ok
1454,1715,1716.0,2025-07-12 02:00:00,976,24.67,56858.64,-151.82,43.81,28.79,7.39,7.39,88.78,38.02,37077.52,Ακταίο,Ok
1462,1724,1725.0,2025-07-12 03:00:00,976,24.43,56860.39,-152.29,36.44,24.66,7.43,7.43,88.68,38.02,37078.66,Ακταίο,Ok
1470,1733,1734.0,2025-07-12 04:00:00,976,24.42,56896.88,-156.28,34.85,24.53,6.98,6.98,83.44,38.05,37102.45,Ακταίο,Ok
1478,1742,1743.0,2025-07-12 05:00:00,976,24.36,56825.07,-149.17,39.03,26.09,7.69,7.69,91.89,37.99,37055.63,Ακταίο,Ok
1486,1751,1752.0,2025-07-12 06:00:00,976,24.26,56916.28,-149.73,38.92,28.48,7.62,7.62,90.75,38.06,37115.11,Ακταίο,Ok
1494,1760,1761.0,2025-07-12 07:00:00,976,24.57,56848.23,-140.44,36.57,29.16,7.52,7.52,90.21,38.01,37070.73,Ακταίο,Ok
1508,1778,1779.0,2025-07-12 09:00:00,976,24.13,57012.22,-141.14,34.75,27.66,8.09,8.09,96.28,38.14,37177.67,Ακταίο,Ok
1516,1787,1788.0,2025-07-12 10:00:00,976,24.52,56872.56,-141.78,37.4,28.75,8.15,8.15,97.56,38.03,37086.6,Ακταίο,Ok
1523,1796,1797.0,2025-07-12 11:00:00,976,25.16,56800.71,-143.62,34.89,26.36,8.0,8.0,97.19,37.97,37039.75,Ακταίο,Ok
1531,1805,1806.0,2025-07-12 12:00:00,976,23.63,56800.71,-139.79,30.47,24.18,8.29,8.29,96.46,37.97,37039.75,Ακταίο,Ok
1539,1814,1815.0,2025-07-12 13:00:00,976,23.98,56800.71,-139.23,27.6,23.37,8.42,8.42,100.22,37.97,37039.75,Ακταίο,Ok
1546,1823,1824.0,2025-07-12 14:00:00,976,24.04,56816.92,-141.58,33.2,25.25,8.26,8.26,98.4,37.98,37050.32,Ακταίο,Ok
1554,1832,1833.0,2025-07-12 15:00:00,976,24.11,56815.81,-142.53,54.46,74.15,8.13,8.13,96.87,37.98,37049.59,Ακταίο,Ok
1562,1841,1842.0,2025-07-12 16:00:00,976,23.99,56979.13,-140.86,37.28,29.28,8.21,8.21,97.71,38.12,37156.09,Ακταίο,Ok
1570,1850,1851.0,2025-07-12 17:00:00,976,23.91,57035.79,-137.87,32.44,34.92,8.26,8.26,98.36,38.16,37193.04,Ακταίο,Ok
1578,1859,1860.0,2025-07-12 18:00:00,976,23.81,56859.83,-137.8,38.79,30.74,8.23,8.23,97.84,38.02,37078.3,Ακταίο,Ok
1586,1868,1869.0,2025-07-12 19:00:00,976,23.71,56811.35,-138.57,41.13,31.86,8.19,8.19,96.83,37.98,37046.68,Ακταίο,Ok
1594,1877,1878.0,2025-07-12 20:00:00,976,23.67,56869.88,-142.67,39.66,31.24,8.0,8.0,94.67,38.03,37084.85,Ακταίο,Ok
1603,1886,1887.0,2025-07-12 21:00:00,976,23.41,56898.78,-147.09,38.67,28.9,7.89,7.89,92.8,38.05,37103.7,Ακταίο,Ok
1611,1895,1896.0,2025-07-12 22:00:00,976,23.37,56931.55,-147.32,40.31,29.38,7.78,7.78,91.31,38.08,37125.06,Ακταίο,Ok
1619,1904,1905.0,2025-07-12 23:00:00,976,23.98,56895.7,-151.6,44.16,33.12,7.32,7.32,87.11,38.05,37101.69,Ακταίο,Ok
1627,1913,1914.0,2025-07-13 00:00:00,976,22.77,56905.07,-147.2,49.0,34.04,7.53,7.53,87.41,38.06,37107.8,Ακταίο,Ok
1635,1922,1923.0,2025-07-13 01:00:00,976,22.64,56852.79,-147.42,8.44,8.06,7.78,7.78,90.49,38.01,37073.7,Ακταίο,Ok
1643,1931,1932.0,2025-07-13 02:00:00,976,22.92,56694.03,-148.93,29.17,21.07,7.63,7.63,89.21,37.89,36970.18,Ακταίο,Ok
1651,1940,1941.0,2025-07-13 03:00:00,976,22.91,56775.14,-147.91,60.26,46.35,7.53,7.53,87.62,37.95,37023.07,Ακταίο,Ok
1659,1949,1950.0,2025-07-13 04:00:00,976,23.13,56844.77,-152.08,34.59,24.96,7.43,7.43,86.4,38.01,37068.47,Ακταίο,Ok
1667,1958,1959.0,2025-07-13 05:00:00,976,23.07,56712.34,-154.93,37.98,37.72,7.26,7.26,84.78,37.9,36982.12,Ακταίο,Ok
1675,1967,1968.0,2025-07-13 06:00:00,976,23.05,56809.55,-147.79,37.21,30.75,7.84,7.84,91.42,37.98,37045.51,Ακταίο,Ok
1682,1976,1977.0,2025-07-13 07:00:00,976,22.7,56667.18,-136.97,40.17,30.49,7.97,7.97,92.47,37.86,36952.67,Ακταίο,Ok
1687,1983,1984.0,2025-07-13 08:00:00,976,22.46,56782.87,-134.98,39.95,29.61,8.22,8.22,94.88,37.96,37028.11,Ακταίο,Ok
1694,1992,1993.0,2025-07-13 09:00:00,976,22.42,56990.89,-135.0,38.7,29.82,8.47,8.47,97.64,38.12,37163.76,Ακταίο,Ok
1702,2001,2002.0,2025-07-13 10:00:00,976,22.51,56909.07,-136.96,38.5,29.64,8.41,8.41,97.16,38.06,37110.41,Ακταίο,Ok
1714,2019,2020.0,2025-07-13 12:00:00,976,23.4,56872.97,-139.78,30.57,23.59,8.34,8.34,96.91,38.03,37086.87,Ακταίο,Ok
1722,2028,2029.0,2025-07-13 13:00:00,976,23.27,56762.18,-142.65,33.54,29.41,8.56,8.56,100.5,37.94,37014.62,Ακταίο,Ok
1729,2037,2038.0,2025-07-13 14:00:00,976,23.26,56825.71,-139.5,32.29,24.88,8.43,8.43,98.34,37.99,37056.05,Ακταίο,Ok
1744,2055,2056.0,2025-07-13 16:00:00,976,23.63,56840.97,-135.91,35.65,25.97,8.67,8.67,101.97,38.0,37066.0,Ακταίο,Ok
1752,2064,2065.0,2025-07-13 17:00:00,976,23.52,56925.23,-135.89,32.01,30.18,8.36,8.36,98.69,38.07,37120.94,Ακταίο,Ok
1760,2073,2074.0,2025-07-13 18:00:00,976,23.53,56871.72,-135.79,29.27,24.82,8.32,8.32,98.0,38.03,37086.05,Ακταίο,Ok
1767,2082,2083.0,2025-07-13 19:00:00,976,23.53,56869.69,-134.79,31.94,26.89,8.3,8.3,97.84,38.03,37084.73,Ακταίο,Ok
1774,2091,2092.0,2025-07-13 20:00:00,976,23.27,56895.53,-139.86,34.54,25.7,8.07,8.07,94.79,38.05,37101.57,Ακταίο,Ok
1782,2100,2101.0,2025-07-13 21:00:00,976,23.23,56871.32,-146.72,33.99,25.84,7.99,7.99,93.71,38.03,37085.79,Ακταίο,Ok
1790,2109,2110.0,2025-07-13 22:00:00,976,23.44,56850.58,-145.42,40.41,28.49,8.03,8.03,94.31,38.01,37072.27,Ακταίο,Ok
1798,2118,2119.0,2025-07-13 23:00:00,976,23.92,56785.09,-148.04,43.97,25.11,7.6,7.6,90.16,37.96,37029.56,Ακταίο,Ok
1805,2127,2128.0,2025-07-14 00:00:00,976,21.1,56846.74,-142.24,39.46,26.02,8.09,8.09,90.22,38.01,37069.76,Ακταίο,Ok
1813,2136,2137.0,2025-07-14 01:00:00,976,21.57,56746.89,-143.52,40.33,27.55,7.86,7.86,88.78,37.93,37004.65,Ακταίο,Ok
1820,2145,2146.0,2025-07-14 02:00:00,976,22.89,56849.33,-146.28,213.65,346.84,7.74,7.74,90.1,9999.04,37071.45,Ακταίο,Danger
1835,2163,2164.0,2025-07-14 04:00:00,976,23.17,56770.76,-147.57,1098.35,261.68,7.49,7.49,87.53,37.95,37020.21,Ακταίο,Danger
1843,2172,2173.0,2025-07-14 05:00:00,976,23.41,56804.96,-146.03,34.88,26.34,7.82,7.82,92.1,37.98,37042.52,Ακταίο,Ok
1851,2181,2182.0,2025-07-14 06:00:00,976,23.23,56961.61,-147.73,34.88,26.62,7.67,7.67,89.9,38.1,37144.67,Ακταίο,Ok
1859,2190,2191.0,2025-07-14 07:00:00,976,23.34,56853.46,-138.26,35.03,26.92,8.05,8.05,93.6,38.01,37074.14,Ακταίο,Ok
1866,2199,2200.0,2025-07-14 08:00:00,976,23.53,56853.44,-130.73,28.07,20.99,8.1,8.1,95.92,38.01,37074.13,Ακταίο,Ok
1873,2208,2209.0,2025-07-14 09:00:00,976,23.81,56789.66,-135.17,29.84,25.41,8.21,8.21,96.09,37.96,37032.54,Ακταίο,Ok
1879,2217,2218.0,2025-07-14 10:00:00,976,23.35,56826.47,-134.49,39.22,32.47,8.34,8.34,98.09,37.99,37056.54,Ακταίο,Ok
1886,2226,2227.0,2025-07-14 11:00:00,976,23.69,56911.29,-132.01,36.41,29.26,8.46,8.46,100.31,38.06,37111.85,Ακταίο,Ok
1893,2235,2236.0,2025-07-14 12:00:00,976,23.66,56935.36,-134.21,38.91,28.55,8.47,8.47,100.22,38.08,37127.55,Ακταίο,Ok
1900,2244,2245.0,2025-07-14 13:00:00,976,22.94,56883.73,-133.88,38.89,28.85,8.59,8.59,99.73,38.04,37093.88,Ακταίο,Ok
1906,2253,2254.0,2025-07-14 14:00:00,976,22.55,56837.14,-131.94,42.53,45.93,8.72,8.72,100.79,38.0,37063.5,Ακταίο,Ok
1913,2262,2263.0,2025-07-14 15:00:00,976,22.41,56805.42,-133.63,38.0,28.41,8.38,8.38,96.13,37.98,37042.82,Ακταίο,Ok
1920,2271,2272.0,2025-07-14 16:00:00,976,22.64,56852.41,-132.18,41.24,44.45,8.38,8.38,97.07,38.01,37073.46,Ακταίο,Ok
1926,2280,2281.0,2025-07-14 17:00:00,976,23.72,56867.11,-131.83,205.9,30.99,8.34,8.34,97.75,38.02,37083.04,Ακταίο,Ok
1933,2289,2290.0,2025-07-14 18:00:00,976,24.17,56930.82,-133.65,43.34,35.8,8.18,8.18,96.68,38.08,37124.59,Ακταίο,Ok
1939,2298,2299.0,2025-07-14 19:00:00,976,25.29,57027.22,-131.72,42.62,30.91,7.95,7.95,95.45,38.15,37187.45,Ακταίο,Ok
1945,2307,2308.0,2025-07-14 20:00:00,976,24.1,56906.29,-139.19,44.78,31.17,7.83,7.83,93.29,38.06,37108.59,Ακταίο,Ok
1951,2316,2317.0,2025-07-14 21:00:00,976,23.79,56992.68,-144.42,33.7,25.23,7.83,7.83,92.97,38.13,37164.93,Ακταίο,Ok
1958,2325,2326.0,2025-07-14 22:00:00,976,24.28,57005.78,-145.38,45.45,28.78,7.69,7.69,91.55,38.14,37173.47,Ακταίο,Ok
1965,2334,2335.0,2025-07-14 23:00:00,976,24.3,56949.28,-147.41,47.54,33.01,7.5,7.5,89.46,38.09,37136.63,Ακταίο,Ok
1972,2343,2344.0,2025-07-15 00:00:00,976,24.32,57041.28,-150.52,38.55,27.87,7.22,7.22,86.18,38.17,37196.62,Ακταίο,Ok
1978,2352,2353.0,2025-07-15 01:00:00,976,23.79,56935.14,-145.94,91.41,59.94,7.54,7.54,89.54,38.08,37127.4,Ακταίο,Ok
1993,2370,2371.0,2025-07-15 03:00:00,976,24.05,56867.26,-145.98,33.39,29.65,7.48,7.48,89.08,38.03,37083.14,Ακταίο,Ok
2000,2379,2380.0,2025-07-15 04:00:00,976,23.95,56869.82,-145.45,30.89,23.0,7.62,7.62,90.18,38.03,37084.81,Ακταίο,Ok
2007,2388,2389.0,2025-07-15 05:00:00,976,23.6,56821.27,-145.32,31.18,22.44,7.63,7.63,89.34,37.99,37053.15,Ακταίο,Ok
2014,2397,2398.0,2025-07-15 06:00:00,976,23.74,56900.41,-145.5,38.46,31.86,7.67,7.67,90.54,38.05,37104.76,Ακταίο,Ok
2021,2406,2407.0,2025-07-15 07:00:00,976,23.76,56932.05,-136.95,36.58,29.12,7.7,7.7,91.22,38.08,37125.39,Ακταίο,Ok
2028,2415,2416.0,2025-07-15 08:00:00,976,24.4,56906.64,-122.91,35.94,26.09,7.86,7.86,93.55,38.06,37108.82,Ακταίο,Ok
2034,2424,2425.0,2025-07-15 09:00:00,976,23.77,56819.56,-127.74,40.22,30.46,7.99,7.99,94.58,37.99,37052.04,Ακταίο,Ok
2041,2433,2434.0,2025-07-15 10:00:00,976,23.97,56841.68,-124.58,61.56,48.5,8.17,8.17,97.3,38.0,37066.46,Ακταίο,Ok
2048,2442,2443.0,2025-07-15 11:00:00,976,24.06,56918.1,-125.2,40.32,27.28,8.13,8.13,96.46,38.07,37116.3,Ακταίο,Ok
2055,2451,2452.0,2025-07-15 12:00:00,976,24.47,56966.1,-127.18,54.34,35.93,8.36,8.36,100.1,38.1,37147.6,Ακταίο,Ok
2062,2460,2461.0,2025-07-15 13:00:00,976,24.47,56864.7,-131.68,45.85,31.04,8.2,8.2,97.52,38.02,37081.47,Ακταίο,Ok
2069,2469,2470.0,2025-07-15 14:00:00,976,24.7,56952.75,-128.03,44.02,33.76,8.34,8.34,99.97,38.09,37138.89,Ακταίο,Ok
2083,2487,2488.0,2025-07-15 16:00:00,976,24.6,56878.68,-128.35,51.99,34.37,8.6,8.6,103.3,38.03,37090.59,Ακταίο,Ok
2091,2496,2497.0,2025-07-15 17:00:00,976,24.66,56910.33,-128.19,51.98,38.48,8.29,8.29,99.72,38.06,37111.23,Ακταίο,Ok
2098,2505,2506.0,2025-07-15 18:00:00,976,24.54,56988.22,-132.5,46.82,36.13,8.05,8.05,96.62,38.12,37162.02,Ακταίο,Ok
2105,2514,2515.0,2025-07-15 19:00:00,976,24.78,56953.7,-134.53,48.93,32.66,7.92,7.92,95.55,38.09,37139.51,Ακταίο,Ok
2112,2523,2524.0,2025-07-15 20:00:00,976,24.84,57037.8,-140.25,40.84,31.44,7.82,7.82,94.08,38.16,37194.36,Ακταίο,Ok
2120,2532,2533.0,2025-07-15 21:00:00,976,24.78,56933.41,-143.26,41.66,49.28,7.83,7.83,94.4,38.08,37126.28,Ακταίο,Ok
2128,2541,2542.0,2025-07-15 22:00:00,976,24.02,56934.29,-141.66,46.27,38.39,7.9,7.9,93.95,38.08,37126.85,Ακταίο,Ok
2136,2550,2551.0,2025-07-15 23:00:00,976,24.1,57076.8,-142.54,69.2,42.32,7.79,7.79,92.71,9998.04,37219.79,Ακταίο,Ok
2145,2559,2560.0,2025-07-16 00:00:00,976,24.74,57145.98,-146.42,195.1,39.11,7.48,7.48,89.11,38.25,37264.89,Ακταίο,Ok
2154,2568,2569.0,2025-07-16 01:00:00,976,23.79,57004.84,-144.03,85.28,81.1,7.59,7.59,89.69,38.14,37172.86,Ακταίο,Ok
2170,2586,2587.0,2025-07-16 03:00:00,976,24.39,57178.59,-143.99,406.69,90.23,7.74,7.74,92.55,38.28,37286.16,Ακταίο,Ok
2179,2595,2596.0,2025-07-16 04:00:00,976,24.27,57061.13,-144.59,111.84,215.43,7.67,7.67,91.39,38.18,37209.57,Ακταίο,Danger
2188,2604,2605.0,2025-07-16 05:00:00,976,24.23,56945.31,-145.35,900.46,131.88,7.65,7.65,91.16,9998.04,37134.04,Ακταίο,Medium
2197,2613,2614.0,2025-07-16 06:00:00,976,24.08,56944.44,-140.91,87.93,51.1,7.77,7.77,91.92,38.09,37133.47,Ακταίο,Ok
2205,2622,2623.0,2025-07-16 07:00:00,976,23.95,56867.3,-135.23,56.7,42.23,7.83,7.83,93.15,38.03,37083.17,Ακταίο,Ok
2213,2631,2632.0,2025-07-16 08:00:00,976,23.98,56940.23,-131.02,52.22,38.71,7.82,7.82,93.15,38.08,37130.72,Ακταίο,Ok
2220,2640,2641.0,2025-07-16 09:00:00,976,24.11,56936.39,-129.82,59.49,49.06,8.09,8.09,96.38,38.08,37128.22,Ακταίο,Ok
2227,2649,2650.0,2025-07-16 10:00:00,976,24.37,57003.14,-128.83,66.38,48.62,8.21,8.21,98.04,38.13,37171.75,Ακταίο,Ok
2234,2658,2659.0,2025-07-16 11:00:00,976,24.23,57003.37,-129.44,65.88,45.14,8.16,8.16,97.3,38.13,37171.9,Ακταίο,Ok
2241,2667,2668.0,2025-07-16 12:00:00,976,24.42,57063.11,-131.25,78.2,57.41,8.08,8.08,96.67,38.18,37210.86,Ακταίο,Ok
2247,2676,2677.0,2025-07-16 13:00:00,976,24.45,56900.0,-134.96,133.78,61.61,8.07,8.07,96.28,38.05,37104.49,Ακταίο,Ok
2254,2685,2686.0,2025-07-16 14:00:00,976,25.0,56900.39,-127.01,83.91,57.45,7.9,7.9,95.29,38.05,37104.75,Ακταίο,Ok
2268,2703,2704.0,2025-07-16 16:00:00,976,24.31,56782.88,-123.12,131.18,62.11,8.15,8.15,97.24,37.96,37028.12,Ακταίο,Ok
2279,2717,2718.0,2025-07-16 22:00:00,976,23.45,56941.98,-145.6,88.29,59.32,7.77,7.77,91.52,38.09,37131.87,Ακταίο,Ok
2288,2726,2727.0,2025-07-16 23:00:00,976,23.47,56937.84,-147.97,83.39,54.11,7.54,7.54,88.85,38.08,37129.16,Ακταίο,Ok
2297,2735,2736.0,2025-07-17 00:00:00,976,23.62,56954.43,-142.46,81.59,56.06,7.97,7.97,91.83,38.1,37139.98,Ακταίο,Ok
2305,2744,2745.0,2025-07-17 01:00:00,976,23.89,56911.52,-146.57,86.84,47.36,7.59,7.59,90.31,38.06,37112.01,Ακταίο,Ok
2313,2753,2754.0,2025-07-17 02:00:00,976,24.07,56934.23,-145.77,56.22,41.67,7.76,7.76,92.41,38.08,37126.82,Ακταίο,Ok
2322,2762,2763.0,2025-07-17 03:00:00,976,24.08,57004.35,-149.8,68.35,42.99,7.42,7.42,88.36,38.14,37172.54,Ακταίο,Ok
2331,2771,2772.0,2025-07-17 04:00:00,976,24.0,56880.3,-153.54,79.87,51.21,7.18,7.18,85.54,38.04,37091.64,Ακταίο,Ok
2340,2780,2781.0,2025-07-17 05:00:00,976,23.79,56990.9,-150.54,67.96,48.21,7.37,7.37,87.33,38.12,37163.77,Ακταίο,Ok
2349,2789,2790.0,2025-07-17 06:00:00,976,23.68,56920.02,-144.75,78.58,54.82,7.49,7.49,88.7,38.07,37117.55,Ακταίο,Ok
2358,2798,2799.0,2025-07-17 07:00:00,976,23.78,56904.23,-138.63,88.32,56.78,7.68,7.68,90.62,38.05,37107.25,Ακταίο,Ok
2367,2807,2808.0,2025-07-17 08:00:00,976,23.36,56995.86,-127.86,102.49,62.65,8.16,8.16,94.96,38.13,37167.0,Ακταίο,Ok
2375,2816,2817.0,2025-07-17 09:00:00,976,23.71,57012.32,-123.79,83.58,60.39,8.3,8.3,98.36,38.14,37177.74,Ακταίο,Ok
2382,2825,2826.0,2025-07-17 10:00:00,976,23.55,56892.52,-124.29,98.4,62.62,8.27,8.27,97.6,38.05,37099.62,Ακταίο,Ok
2390,2834,2835.0,2025-07-17 11:00:00,976,23.44,56867.46,-124.47,80.34,60.24,8.2,8.2,96.69,38.03,37083.27,Ακταίο,Ok
2398,2843,2844.0,2025-07-17 12:00:00,976,23.21,56859.07,-124.81,86.39,60.64,8.32,8.32,97.53,38.02,37077.8,Ακταίο,Ok
2405,2852,2853.0,2025-07-17 13:00:00,976,24.0,56814.8,-124.64,80.45,58.02,8.14,8.14,96.03,37.98,37048.93,Ακταίο,Ok
2413,2861,2862.0,2025-07-17 14:00:00,976,23.57,57127.83,-124.54,89.59,64.16,8.2,8.2,96.79,38.23,37253.06,Ακταίο,Ok
2420,2870,2871.0,2025-07-17 15:00:00,976,24.26,56826.76,-117.52,82.09,58.76,8.11,8.11,96.74,37.99,37056.73,Ακταίο,Ok
2426,2879,2880.0,2025-07-17 16:00:00,976,24.4,56858.85,-119.02,93.62,62.6,8.07,8.07,96.46,38.02,37077.66,Ακταίο,Ok
2434,2888,2889.0,2025-07-17 17:00:00,976,24.32,56842.34,-125.46,74.72,58.88,8.08,8.08,96.49,38.01,37066.89,Ακταίο,Ok
2443,2897,2898.0,2025-07-17 18:00:00,976,23.65,56795.86,-123.71,348.66,85.68,8.14,8.14,96.42,9998.04,37036.58,Ακταίο,Ok
2452,2906,2907.0,2025-07-17 19:00:00,976,23.38,56878.77,-125.67,91.2,59.99,8.12,8.12,95.56,38.03,37090.65,Ακταίο,Ok
2460,2915,2916.0,2025-07-17 20:00:00,976,23.51,56842.95,-130.02,89.86,59.85,8.11,8.11,95.78,38.01,37067.29,Ακταίο,Ok
2468,2924,2925.0,2025-07-17 21:00:00,976,23.87,56828.92,-147.93,95.5,63.04,7.79,7.79,92.57,37.99,37058.14,Ακταίο,Ok
2475,2933,2934.0,2025-07-17 22:00:00,976,23.86,56841.7,-150.82,108.55,70.87,7.6,7.6,90.2,38.0,37066.47,Ακταίο,Ok
2481,2942,2943.0,2025-07-17 23:00:00,976,23.44,56912.27,-149.35,105.32,68.18,7.73,7.73,90.89,38.06,37112.49,Ακταίο,Ok
2488,2951,2952.0,2025-07-18 00:00:00,976,23.29,56823.8,-145.2,105.24,67.31,7.99,7.99,93.58,37.99,37054.8,Ακταίο,Ok
2498,2965,2966.0,2025-07-18 06:00:00,976,23.62,56874.12,-144.48,111.36,79.4,7.66,7.66,90.56,38.03,37087.61,Ακταίο,Ok
2505,2974,2975.0,2025-07-18 07:00:00,976,23.45,56789.34,-139.96,121.96,82.2,7.86,7.86,92.51,37.96,37032.33,Ακταίο,Ok
2512,2983,2984.0,2025-07-18 08:00:00,976,23.27,56804.62,-127.61,119.34,76.81,8.12,8.12,95.36,37.97,37042.29,Ακταίο,Ok
2518,2992,2993.0,2025-07-18 09:00:00,976,23.45,56903.13,-125.63,125.89,81.33,8.22,8.22,96.88,38.05,37106.53,Ακταίο,Ok
2525,3001,3002.0,2025-07-18 10:00:00,976,23.29,56832.98,-124.18,128.2,80.52,8.34,8.34,97.89,38.0,37060.79,Ακταίο,Ok
2532,3010,3011.0,2025-07-18 11:00:00,976,23.31,56887.82,-122.88,126.32,83.18,8.3,8.3,97.23,38.04,37096.55,Ακταίο,Ok
2539,3019,3020.0,2025-07-18 12:00:00,976,23.61,56951.28,-124.28,135.17,89.7,8.31,8.31,97.82,38.09,37137.93,Ακταίο,Ok
2545,3028,3029.0,2025-07-18 13:00:00,976,23.66,56829.59,-123.02,136.72,88.62,8.27,8.27,97.96,37.99,37058.57,Ακταίο,Ok
2552,3037,3038.0,2025-07-18 14:00:00,976,23.37,56898.27,-122.58,134.55,88.82,8.26,8.26,97.22,38.05,37103.36,Ακταίο,Ok
2560,3046,3047.0,2025-07-18 15:00:00,976,23.66,56930.04,-104.47,146.86,95.96,8.27,8.27,97.77,38.08,37124.08,Ακταίο,Medium
2566,3055,3056.0,2025-07-18 16:00:00,976,23.66,56949.2,-107.47,247.35,98.09,8.37,8.37,98.85,38.09,37136.57,Ακταίο,Medium
2574,3064,3065.0,2025-07-18 17:00:00,976,23.98,56922.3,-112.58,141.73,76.18,8.24,8.24,97.55,38.07,37119.04,Ακταίο,Ok
2582,3073,3074.0,2025-07-18 18:00:00,976,23.87,56847.05,-118.66,137.68,89.75,8.14,8.14,96.73,38.01,37069.96,Ακταίο,Ok
2590,3082,3083.0,2025-07-18 19:00:00,976,23.58,56999.61,-117.29,147.28,96.93,8.18,8.18,95.12,38.13,37169.45,Ακταίο,Medium
2598,3091,3092.0,2025-07-18 20:00:00,976,23.24,56806.29,-126.51,153.52,101.43,8.03,8.03,93.58,37.98,37043.39,Ακταίο,Medium
2605,3100,3101.0,2025-07-18 21:00:00,976,23.84,56945.08,-147.8,161.05,109.36,7.76,7.76,92.13,38.09,37133.89,Ακταίο,Medium
2613,3109,3110.0,2025-07-18 22:00:00,976,23.79,56865.53,-152.08,170.21,106.68,7.45,7.45,88.42,38.02,37082.01,Ακταίο,Medium
2621,3118,3119.0,2025-07-18 23:00:00,976,23.59,56907.22,-147.97,159.29,113.23,7.76,7.76,91.74,38.06,37109.2,Ακταίο,Medium
2629,3127,3128.0,2025-07-19 00:00:00,976,23.26,56848.47,-147.98,159.02,101.85,7.74,7.74,90.83,38.01,37070.89,Ακταίο,Medium
2637,3136,3137.0,2025-07-19 01:00:00,976,23.56,56835.81,-152.35,166.56,108.89,7.39,7.39,87.26,38.0,37062.64,Ακταίο,Medium
2644,3145,3146.0,2025-07-19 02:00:00,976,23.6,56863.32,-148.3,170.02,105.2,7.54,7.54,89.04,38.02,37080.57,Ακταίο,Medium
2652,3154,3155.0,2025-07-19 03:00:00,976,23.48,56917.45,-149.72,168.4,102.65,7.33,7.33,86.43,38.07,37115.87,Ακταίο,Medium
2659,3163,3164.0,2025-07-19 04:00:00,976,23.05,56783.88,-143.83,157.2,107.43,7.57,7.57,88.02,37.96,37028.77,Ακταίο,Medium
2667,3172,3173.0,2025-07-19 05:00:00,976,22.66,56727.89,-144.57,155.33,97.45,7.58,7.58,87.84,37.91,36992.26,Ακταίο,Medium
2675,3181,3182.0,2025-07-19 06:00:00,976,23.45,56799.73,-135.58,178.51,107.5,7.69,7.69,90.64,37.97,37039.11,Ακταίο,Medium
2682,3190,3191.0,2025-07-19 07:00:00,976,23.26,56920.8,-130.88,174.0,105.92,7.9,7.9,92.77,38.07,37118.05,Ακταίο,Medium
2690,3199,3200.0,2025-07-19 08:00:00,976,23.06,56786.96,-116.56,166.59,104.9,8.02,8.02,93.76,37.96,37030.78,Ακταίο,Medium
2697,3208,3209.0,2025-07-19 09:00:00,976,23.39,56803.73,-113.07,158.4,86.29,8.13,8.13,95.71,37.97,37041.71,Ακταίο,Ok
2705,3217,3218.0,2025-07-19 10:00:00,976,23.37,56893.06,-120.9,149.34,89.38,8.17,8.17,96.04,38.05,37099.96,Ακταίο,Ok
2713,3226,3227.0,2025-07-19 11:00:00,976,23.7,56875.51,-122.66,145.8,98.69,8.14,8.14,95.64,38.03,37088.52,Ακταίο,Medium
2721,3235,3236.0,2025-07-19 12:00:00,976,24.01,56846.03,-122.3,147.83,96.57,8.03,8.03,95.63,38.01,37069.3,Ακταίο,Medium
2729,3244,3245.0,2025-07-19 13:00:00,976,24.26,56914.64,-121.63,154.05,102.2,8.17,8.17,97.22,38.06,37114.04,Ακταίο,Medium
2737,3253,3254.0,2025-07-19 14:00:00,976,24.17,56895.67,-116.02,135.36,95.15,8.04,8.04,95.69,38.05,37101.67,Ακταίο,Medium
2744,3262,3263.0,2025-07-19 15:00:00,976,24.09,56878.68,-88.39,163.78,103.67,8.08,8.08,96.15,38.03,37090.59,Ακταίο,Medium
2752,3271,3272.0,2025-07-19 16:00:00,976,24.59,56929.74,-91.01,156.45,100.36,8.02,8.02,96.06,38.08,37123.88,Ακταίο,Medium
2760,3280,3281.0,2025-07-19 17:00:00,976,24.68,56933.98,-97.15,173.67,104.12,7.98,7.98,95.6,38.08,37126.65,Ακταίο,Medium
2768,3289,3290.0,2025-07-19 18:00:00,976,24.65,57029.39,-114.0,162.97,90.9,7.92,7.92,95.17,38.16,37188.86,Ακταίο,Ok
2776,3298,3299.0,2025-07-19 19:00:00,976,24.74,57003.01,-117.48,157.61,93.43,7.91,7.91,95.04,38.13,37171.66,Ακταίο,Medium
2783,3307,3308.0,2025-07-19 20:00:00,976,24.72,56880.12,-124.99,155.09,99.07,7.7,7.7,92.7,38.04,37091.53,Ακταίο,Medium
2790,3316,3317.0,2025-07-19 21:00:00,976,24.74,56912.52,-152.15,162.11,100.58,7.57,7.57,91.02,38.06,37112.66,Ακταίο,Medium
