,id,date_insert,sensor_id,wtempV_°C,conductivity_of_solution_ mS_cm,oxidation_reduction_potential_ mV,total_suspended_solids_mg_L,turbidity_NTU,dissolved_oxygen_concentration _ppm,dissolved_oxygen_concentration_mg_L,oxygen_saturation_%,salinity_ppt,dissolved_solids _ppm,location
13435,13436.0,2025-09-17 08:00:00,983,25.7,59337.18,100.95,469.42,258.57,6.28,6.28,76.92,40.02,38693.78,Πλάζ
13436,13437.0,2025-09-17 08:00:00,984,27.93,52707.05,294.12,200.28,38.8,5.29,5.29,64.79,34.74,34370.27,Ροιτικά
13439,13440.0,2025-09-17 09:00:00,979,25.37,51365.19,-23.72,447.77,262.35,4.11,4.11,50.03,33.74,33495.24,Άγιος Βασίλης
13441,13442.0,2025-09-17 09:00:00,982,25.34,35383.31,317.75,507.13,292.72,4.67,4.67,56.77,22.28,23073.46,Δάφνες
13442,13443.0,2025-09-17 09:00:00,983,25.8,59268.85,128.42,470.82,258.79,6.42,6.42,78.73,39.97,38649.22,Πλάζ
13443,13444.0,2025-09-17 09:00:00,984,27.93,52680.7,297.27,200.28,38.8,5.72,5.72,70.13,34.72,34353.09,Ροιτικά
13446,13447.0,2025-09-17 10:00:00,979,25.47,50396.91,-5.0,460.7,269.44,4.24,4.24,51.75,33.03,32863.83,Άγιος Βασίλης
13448,13449.0,2025-09-17 10:00:00,982,25.74,35272.73,317.93,504.25,290.33,4.92,4.92,60.33,22.2,23001.35,Δάφνες
13449,13450.0,2025-09-17 10:00:00,983,25.87,59238.44,145.96,473.43,260.47,6.64,6.64,81.72,39.94,38629.39,Πλάζ
13450,13451.0,2025-09-17 10:00:00,984,27.93,52793.76,296.46,200.28,38.8,6.19,6.19,76.15,34.8,34426.81,Ροιτικά
13453,13454.0,2025-09-17 11:00:00,979,25.61,51947.02,8.65,459.03,268.54,4.7,4.7,57.4,34.17,33874.65,Άγιος Βασίλης
13455,13456.0,2025-09-17 11:00:00,982,26.24,35403.14,315.27,494.83,287.83,5.15,5.15,63.85,22.29,23086.39,Δάφνες
13456,13457.0,2025-09-17 11:00:00,983,26.38,59290.9,158.45,470.6,258.86,6.93,6.93,86.19,39.99,38663.6,Πλάζ
13457,13458.0,2025-09-17 11:00:00,984,27.93,52696.54,294.79,200.28,38.8,6.41,6.41,79.69,34.73,34363.41,Ροιτικά
13460,13461.0,2025-09-17 12:00:00,979,25.59,52000.38,3.0,448.79,262.37,4.78,4.78,58.38,34.21,33909.45,Άγιος Βασίλης
13462,13463.0,2025-09-17 12:00:00,982,26.85,35486.57,315.91,485.81,282.32,5.22,5.22,65.6,22.35,23140.79,Δάφνες
13463,13464.0,2025-09-17 12:00:00,983,26.87,59436.09,157.67,460.12,253.46,7.38,7.38,92.71,40.1,38758.28,Πλάζ
13464,13465.0,2025-09-17 12:00:00,984,27.93,52581.63,293.3,200.28,38.8,6.41,6.41,80.32,34.64,34288.48,Ροιτικά
13467,13468.0,2025-09-17 13:00:00,979,25.62,51573.57,26.7,428.9,251.03,6.34,6.34,77.68,33.9,33631.13,Άγιος Βασίλης
13469,13470.0,2025-09-17 13:00:00,982,27.18,35299.46,314.85,465.75,271.16,5.22,5.22,66.07,22.22,23018.78,Δάφνες
13470,13471.0,2025-09-17 13:00:00,983,27.45,59380.11,153.9,452.79,248.64,7.85,7.85,99.75,40.06,38721.77,Πλάζ
13471,13472.0,2025-09-17 13:00:00,984,27.93,52764.46,292.45,200.28,38.8,6.57,6.57,82.95,34.78,34407.7,Ροιτικά
13474,13475.0,2025-09-17 14:00:00,979,25.62,51852.57,40.18,416.65,243.68,6.7,6.7,81.93,34.1,33813.07,Άγιος Βασίλης
13476,13477.0,2025-09-17 14:00:00,982,27.28,35585.8,314.81,440.37,257.35,5.18,5.18,65.64,22.42,23205.5,Δάφνες
13477,13478.0,2025-09-17 14:00:00,983,27.57,59631.37,151.6,446.15,244.48,8.43,8.43,107.16,40.26,38885.62,Πλάζ
13478,13479.0,2025-09-17 14:00:00,984,27.93,52608.95,292.27,200.28,38.8,6.67,6.67,84.38,34.66,34306.29,Ροιτικά
13481,13482.0,2025-09-17 15:00:00,979,25.73,51689.63,47.26,417.34,243.53,6.98,6.98,85.37,33.98,33706.81,Άγιος Βασίλης
13483,13484.0,2025-09-17 15:00:00,982,27.41,35459.73,315.0,432.26,251.03,5.14,5.14,65.31,22.33,23123.29,Δάφνες
13484,13485.0,2025-09-17 15:00:00,983,27.45,59713.08,150.63,435.85,240.69,9.0,9.0,113.86,40.33,38938.9,Πλάζ
13485,13486.0,2025-09-17 15:00:00,984,27.93,52629.04,291.82,200.28,38.8,6.6,6.6,83.72,34.68,34319.4,Ροιτικά
13488,13489.0,2025-09-17 16:00:00,979,25.68,51204.68,42.57,437.45,255.08,6.39,6.39,78.37,33.62,33390.57,Άγιος Βασίλης
13490,13491.0,2025-09-17 16:00:00,982,27.38,35463.25,315.59,426.14,245.69,5.1,5.1,64.72,22.34,23125.59,Δάφνες
13491,13492.0,2025-09-17 16:00:00,983,27.17,59766.3,147.31,438.1,241.95,9.24,9.24,116.84,40.37,38973.61,Πλάζ
13492,13493.0,2025-09-17 16:00:00,984,27.93,52498.83,291.56,200.28,38.8,6.63,6.63,83.77,34.58,34234.49,Ροιτικά
13496,13497.0,2025-09-17 17:00:00,979,25.67,51444.42,37.25,460.47,268.57,6.01,6.01,73.63,33.8,33546.91,Άγιος Βασίλης
13498,13499.0,2025-09-17 17:00:00,982,27.16,35517.14,316.07,416.11,236.37,5.01,5.01,63.39,22.37,23160.73,Δάφνες
13499,13500.0,2025-09-17 17:00:00,983,27.19,59624.16,144.82,436.81,241.4,9.23,9.23,116.82,40.26,38880.91,Πλάζ
13500,13501.0,2025-09-17 17:00:00,984,27.93,52367.63,291.07,200.28,38.8,6.59,6.59,83.24,34.48,34148.93,Ροιτικά
13504,13505.0,2025-09-17 18:00:00,979,25.51,50532.86,22.25,473.42,276.14,5.05,5.05,61.67,33.13,32952.48,Άγιος Βασίλης
13506,13507.0,2025-09-17 18:00:00,982,27.07,35443.31,315.82,418.41,240.1,4.91,4.91,61.91,22.32,23112.58,Δάφνες
13507,13508.0,2025-09-17 18:00:00,983,26.88,59576.43,140.66,431.9,238.98,9.15,9.15,115.04,40.22,38849.79,Πλάζ
13508,13509.0,2025-09-17 18:00:00,984,27.93,52414.64,291.05,200.28,38.8,6.5,6.5,81.93,34.52,34179.59,Ροιτικά
13512,13513.0,2025-09-17 19:00:00,979,25.45,51590.63,-19.44,465.12,271.42,4.03,4.03,49.16,33.91,33642.25,Άγιος Βασίλης
13514,13515.0,2025-09-17 19:00:00,982,26.87,35277.29,315.27,425.92,243.65,4.64,4.64,58.27,22.21,23004.32,Δάφνες
13515,13516.0,2025-09-17 19:00:00,983,26.33,59576.84,117.2,427.75,237.39,9.02,9.02,111.99,40.22,38850.05,Πλάζ
13516,13517.0,2025-09-17 19:00:00,984,27.93,52389.22,290.84,200.28,38.8,6.18,6.18,77.68,34.5,34163.01,Ροιτικά
13520,13521.0,2025-09-17 20:00:00,979,25.42,53999.45,-35.13,449.28,262.85,4.1,4.1,49.97,35.74,35213.04,Άγιος Βασίλης
13522,13523.0,2025-09-17 20:00:00,982,26.69,35614.82,315.42,437.89,251.71,4.46,4.46,55.79,22.44,23224.42,Δάφνες
13523,13524.0,2025-09-17 20:00:00,983,26.02,59480.29,78.45,420.28,232.47,8.41,8.41,103.81,40.14,38787.1,Πλάζ
13524,13525.0,2025-09-17 20:00:00,984,27.93,53036.25,289.79,835.72,64.45,5.89,5.89,73.61,34.98,34584.94,Ροιτικά
13528,13529.0,2025-09-17 21:00:00,979,25.42,52955.03,-47.37,422.32,248.5,3.75,3.75,45.75,34.92,34531.98,Άγιος Βασίλης
13530,13531.0,2025-09-17 21:00:00,982,26.46,35830.36,316.55,456.69,261.96,4.31,4.31,53.67,22.59,23364.98,Δάφνες
13531,13532.0,2025-09-17 21:00:00,983,25.74,59567.82,53.05,408.47,226.76,7.76,7.76,95.25,40.21,38844.18,Πλάζ
13532,13533.0,2025-09-17 21:00:00,984,26.41,53034.46,289.6,835.72,64.45,5.67,5.67,70.51,34.98,34583.77,Ροιτικά
13536,13537.0,2025-09-17 22:00:00,979,25.46,52179.93,-47.25,401.25,236.5,3.76,3.76,45.91,34.34,34026.54,Άγιος Βασίλης
13538,13539.0,2025-09-17 22:00:00,982,26.24,35695.95,316.64,463.99,269.79,4.24,4.24,52.56,22.5,23277.33,Δάφνες
13539,13540.0,2025-09-17 22:00:00,983,25.62,59389.17,49.5,408.5,227.31,7.13,7.13,87.3,40.07,38727.68,Πλάζ
13540,13541.0,2025-09-17 22:00:00,984,26.41,53070.88,289.52,835.72,64.45,5.52,5.52,68.65,35.01,34607.52,Ροιτικά
13544,13545.0,2025-09-17 23:00:00,979,25.46,51221.1,-43.55,377.35,222.91,3.76,3.76,45.88,33.64,33401.28,Άγιος Βασίλης
13546,13547.0,2025-09-17 23:00:00,982,25.93,35728.68,317.57,470.33,272.75,4.08,4.08,50.23,22.52,23298.67,Δάφνες
13547,13548.0,2025-09-17 23:00:00,983,25.73,59471.34,50.91,407.92,227.59,6.7,6.7,82.13,40.13,38781.26,Πλάζ
13548,13549.0,2025-09-17 23:00:00,984,26.41,53157.05,290.35,835.72,64.45,5.44,5.44,67.46,35.07,34663.71,Ροιτικά
13552,13553.0,2025-09-18 00:00:00,979,25.45,54035.15,-42.01,374.28,221.13,3.62,3.62,44.11,35.77,35236.32,Άγιος Βασίλης
13554,13555.0,2025-09-18 00:00:00,982,25.69,35634.38,319.18,475.66,276.42,3.99,3.99,48.88,22.45,23237.18,Δάφνες
13555,13556.0,2025-09-18 00:00:00,983,25.63,59370.13,48.52,404.29,224.72,6.48,6.48,79.28,40.05,38715.26,Πλάζ
13556,13557.0,2025-09-18 00:00:00,984,26.41,52983.05,289.0,835.72,64.45,5.3,5.3,65.69,34.94,34550.25,Ροιτικά
13560,13561.0,2025-09-18 01:00:00,979,25.28,52069.89,-33.92,373.1,220.45,3.84,3.84,46.46,34.26,33954.78,Άγιος Βασίλης
13562,13563.0,2025-09-18 01:00:00,982,25.46,35745.73,318.2,468.51,273.28,4.14,4.14,50.5,22.53,23309.79,Δάφνες
13563,13564.0,2025-09-18 01:00:00,983,25.62,59422.05,26.17,399.91,222.44,6.37,6.37,77.87,40.09,38749.12,Πλάζ
13564,13565.0,2025-09-18 01:00:00,984,26.41,53019.95,289.15,835.72,64.45,5.11,5.11,63.21,34.97,34574.31,Ροιτικά
13568,13569.0,2025-09-18 02:00:00,979,25.0,55592.05,-23.84,369.22,217.68,4.16,4.16,50.31,37.0,36251.58,Άγιος Βασίλης
13570,13571.0,2025-09-18 02:00:00,982,25.41,35448.11,318.57,454.26,265.8,4.29,4.29,52.32,22.33,23115.71,Δάφνες
13571,13572.0,2025-09-18 02:00:00,983,25.36,59409.54,-21.6,399.62,221.76,6.33,6.33,77.05,40.08,38740.96,Πλάζ
13572,13573.0,2025-09-18 02:00:00,984,26.41,53009.73,287.58,835.72,64.45,4.93,4.93,60.84,34.96,34567.65,Ροιτικά
13576,13577.0,2025-09-18 03:00:00,979,25.08,53579.21,-21.85,364.95,214.98,4.2,4.2,50.91,35.41,34939.0,Άγιος Βασίλης
13579,13580.0,2025-09-18 03:00:00,983,25.29,59421.84,10.94,402.53,223.86,6.31,6.31,76.7,40.09,38748.98,Πλάζ
13580,13581.0,2025-09-18 03:00:00,984,25.93,53140.64,286.45,210.36,49.47,4.87,4.87,59.98,35.06,34653.02,Ροιτικά
13584,13585.0,2025-09-18 04:00:00,979,25.06,52697.04,-25.43,359.56,208.04,4.02,4.02,48.67,34.73,34363.74,Άγιος Βασίλης
13586,13587.0,2025-09-18 04:00:00,983,25.49,59552.21,21.63,407.6,225.11,6.19,6.19,75.49,40.2,38834.0,Πλάζ
13587,13588.0,2025-09-18 04:00:00,984,25.93,53159.38,285.61,210.36,49.47,5.04,5.04,62.02,35.08,34665.23,Ροιτικά
13591,13592.0,2025-09-18 05:00:00,979,25.26,53001.69,-27.07,360.27,213.26,3.9,3.9,47.3,34.95,34562.41,Άγιος Βασίλης
13593,13594.0,2025-09-18 05:00:00,983,25.43,59556.58,21.93,423.0,233.93,6.2,6.2,75.39,40.2,38836.85,Πλάζ
13594,13595.0,2025-09-18 05:00:00,984,25.93,53039.05,286.97,210.36,49.47,4.96,4.96,61.0,34.98,34586.77,Ροιτικά
13598,13599.0,2025-09-18 06:00:00,979,25.01,51695.42,-20.29,358.77,211.27,3.92,3.92,47.34,33.99,33710.58,Άγιος Βασίλης
13600,13601.0,2025-09-18 06:00:00,983,25.22,59524.52,22.54,430.4,238.32,6.23,6.23,75.54,40.18,38815.94,Πλάζ
13601,13602.0,2025-09-18 06:00:00,984,25.78,53110.55,287.54,76.96,47.69,4.9,4.9,60.14,35.04,34633.39,Ροιτικά
13605,13606.0,2025-09-18 07:00:00,979,24.95,51014.75,-8.03,357.28,209.73,4.03,4.03,48.59,33.48,33266.72,Άγιος Βασίλης
13607,13608.0,2025-09-18 07:00:00,983,25.17,59594.52,62.76,433.02,239.77,6.28,6.28,76.18,40.23,38861.59,Πλάζ
13612,13613.0,2025-09-18 08:00:00,979,24.41,50020.53,18.07,356.23,208.12,4.38,4.38,52.2,32.75,32618.39,Άγιος Βασίλης
13614,13615.0,2025-09-18 08:00:00,983,25.22,59394.06,91.33,424.36,235.98,6.41,6.41,77.69,40.07,38730.87,Πλάζ
13619,13620.0,2025-09-18 09:00:00,979,24.28,51470.38,34.19,355.99,207.24,4.66,4.66,55.54,33.82,33563.83,Άγιος Βασίλης
13621,13622.0,2025-09-18 09:00:00,983,25.13,59451.76,124.08,413.89,231.3,6.54,6.54,79.06,40.12,38768.49,Πλάζ
13622,13623.0,2025-09-18 09:00:00,984,25.36,53158.3,294.19,114.91,56.75,5.62,5.62,68.87,35.07,34664.53,Ροιτικά
13626,13627.0,2025-09-18 10:00:00,979,24.73,49621.89,34.5,350.66,203.5,4.82,4.82,57.98,32.46,32358.44,Άγιος Βασίλης
13628,13629.0,2025-09-18 10:00:00,983,25.2,59648.78,140.43,403.38,225.68,6.8,6.8,82.03,40.28,38896.97,Πλάζ
13629,13630.0,2025-09-18 10:00:00,984,25.16,53133.63,295.11,133.23,144.02,6.05,6.05,74.75,35.05,34648.45,Ροιτικά
13635,13636.0,2025-09-18 11:00:00,982,25.43,35475.99,317.39,395.94,228.88,5.1,5.1,61.9,22.34,23133.89,Δάφνες
13636,13637.0,2025-09-18 11:00:00,983,25.34,59531.1,151.16,399.23,222.05,7.17,7.17,87.22,40.18,38820.23,Πλάζ
13637,13638.0,2025-09-18 11:00:00,984,25.16,53101.09,293.01,133.23,144.02,6.51,6.51,80.79,35.03,34627.23,Ροιτικά
13641,13642.0,2025-09-18 12:00:00,979,24.88,51782.99,52.65,358.24,207.62,5.27,5.27,63.53,34.05,33767.69,Άγιος Βασίλης
13643,13644.0,2025-09-18 12:00:00,982,25.75,35793.05,317.33,362.98,211.15,5.18,5.18,63.58,22.57,23340.65,Δάφνες
13644,13645.0,2025-09-18 12:00:00,983,25.52,59555.66,154.16,394.02,217.05,7.69,7.69,93.97,40.2,38836.25,Πλάζ
13645,13646.0,2025-09-18 12:00:00,984,25.16,53018.14,292.35,133.23,144.02,6.67,6.67,82.96,34.97,34573.13,Ροιτικά
13649,13650.0,2025-09-18 13:00:00,979,24.87,50881.29,61.09,382.48,220.91,5.74,5.74,69.28,33.39,33179.69,Άγιος Βασίλης
13651,13652.0,2025-09-18 13:00:00,982,26.22,35732.54,317.88,340.29,200.03,5.42,5.42,67.13,22.52,23301.19,Δάφνες
13652,13653.0,2025-09-18 13:00:00,983,25.86,59563.91,156.78,386.68,212.16,8.38,8.38,103.23,40.21,38841.63,Πλάζ
13653,13654.0,2025-09-18 13:00:00,984,25.16,52764.82,292.27,133.23,144.02,6.45,6.45,80.61,34.78,34407.94,Ροιτικά
13657,13658.0,2025-09-18 14:00:00,979,24.82,50041.7,67.33,402.67,231.65,5.98,5.98,71.93,32.77,32632.2,Άγιος Βασίλης
13659,13660.0,2025-09-18 14:00:00,982,26.32,35373.69,318.7,338.74,202.55,5.39,5.39,66.89,22.27,23067.18,Δάφνες
13660,13661.0,2025-09-18 14:00:00,983,26.1,59748.7,157.62,382.5,208.8,9.16,9.16,113.41,40.36,38962.13,Πλάζ
13661,13662.0,2025-09-18 14:00:00,984,26.84,52988.62,290.93,475.11,72.69,5.67,5.67,71.32,34.94,34553.88,Ροιτικά
13665,13666.0,2025-09-18 15:00:00,979,24.68,51622.48,68.21,414.09,238.63,5.85,5.85,70.31,33.93,33663.02,Άγιος Βασίλης
13666,13667.0,2025-09-18 15:00:00,980,24.54,47091.21,230.05,429.75,255.63,4.76,4.76,57.0,30.61,30708.18,Ρίο
13667,13668.0,2025-09-18 15:00:00,982,25.69,35433.65,318.89,353.18,213.33,5.43,5.43,66.52,22.32,23106.28,Δάφνες
13668,13669.0,2025-09-18 15:00:00,983,26.28,59761.36,154.71,372.43,204.07,9.78,9.78,121.39,40.37,38970.38,Πλάζ
13669,13670.0,2025-09-18 15:00:00,984,27.03,53234.96,289.72,434.99,60.27,5.54,5.54,69.92,35.13,34714.52,Ροιτικά
13673,13674.0,2025-09-18 16:00:00,979,24.62,52712.5,67.8,424.31,244.53,5.82,5.82,69.79,34.74,34373.82,Άγιος Βασίλης
13674,13675.0,2025-09-18 16:00:00,980,24.42,48365.61,196.43,393.92,235.15,3.68,3.68,43.9,31.54,31539.22,Ρίο
13675,13676.0,2025-09-18 16:00:00,982,24.99,35286.39,313.64,362.03,219.77,5.35,5.35,64.57,22.21,23010.26,Δάφνες
13676,13677.0,2025-09-18 16:00:00,983,26.28,59733.27,152.9,367.18,202.47,10.14,10.14,125.57,40.35,38952.06,Πλάζ
13677,13678.0,2025-09-18 16:00:00,984,27.03,52405.79,289.02,434.99,60.27,5.63,5.63,70.95,34.51,34173.82,Ροιτικά
13681,13682.0,2025-09-18 17:00:00,979,24.46,52126.46,63.84,432.42,249.11,5.53,5.53,66.03,34.31,33991.67,Άγιος Βασίλης
13682,13683.0,2025-09-18 17:00:00,980,24.36,47243.67,200.5,355.77,213.09,3.61,3.61,43.04,30.72,30807.6,Ρίο
13683,13684.0,2025-09-18 17:00:00,982,24.72,35363.06,319.48,372.08,226.93,5.24,5.24,62.96,22.27,23060.25,Δάφνες
13684,13685.0,2025-09-18 17:00:00,983,26.15,59710.46,148.12,362.14,200.54,10.46,10.46,127.56,40.33,38937.19,Πλάζ
13689,13690.0,2025-09-18 18:00:00,979,24.28,51813.84,55.81,420.95,242.52,5.18,5.18,61.69,34.07,33787.8,Άγιος Βασίλης
13690,13691.0,2025-09-18 18:00:00,980,24.14,41112.19,217.1,368.97,220.79,3.78,3.78,44.71,26.31,26809.26,Ρίο
13691,13692.0,2025-09-18 18:00:00,982,24.5,35456.36,317.13,378.24,232.58,5.05,5.05,60.36,22.33,23121.1,Δάφνες
13692,13693.0,2025-09-18 18:00:00,983,25.02,59809.12,142.78,355.58,196.95,10.3,10.3,124.47,40.41,39001.53,Πλάζ
13693,13694.0,2025-09-18 18:00:00,984,26.43,52845.8,289.21,423.44,76.81,5.73,5.73,71.49,34.84,34460.75,Ροιτικά
13697,13698.0,2025-09-18 19:00:00,979,23.87,51567.66,34.58,393.81,227.98,4.59,4.59,54.53,33.89,33627.27,Άγιος Βασίλης
13698,13699.0,2025-09-18 19:00:00,980,23.63,42147.88,202.56,381.45,228.04,3.58,3.58,42.28,27.05,27484.63,Ρίο
13700,13701.0,2025-09-18 19:00:00,982,24.02,35161.97,317.41,389.08,237.65,4.79,4.79,56.97,22.13,22929.12,Δάφνες
13701,13702.0,2025-09-18 19:00:00,983,24.35,59647.9,116.49,347.74,194.19,9.57,9.57,113.99,40.28,38896.39,Πλάζ
13702,13703.0,2025-09-18 19:00:00,984,26.26,52732.55,289.14,365.66,67.9,5.61,5.61,69.4,34.75,34386.9,Ροιτικά
13709,13710.0,2025-09-18 20:00:00,982,23.8,35197.89,322.42,391.84,234.66,4.64,4.64,54.95,9999.04,22952.55,Δάφνες
13710,13711.0,2025-09-18 20:00:00,983,23.97,59493.95,84.32,346.27,191.77,8.57,8.57,101.94,40.15,38796.0,Πλάζ
13711,13712.0,2025-09-18 20:00:00,984,25.27,52721.93,290.39,375.67,80.22,5.39,5.39,66.01,34.75,34379.97,Ροιτικά
13715,13716.0,2025-09-18 21:00:00,979,23.43,50533.8,31.03,362.88,211.05,4.55,4.55,53.39,33.13,32953.09,Άγιος Βασίλης
13718,13719.0,2025-09-18 21:00:00,982,23.46,35270.49,325.8,397.44,234.84,4.64,4.64,54.53,22.2,22999.89,Δάφνες
13720,13721.0,2025-09-18 21:00:00,984,24.35,52350.71,287.14,362.68,24.39,5.02,5.02,61.38,34.47,34137.9,Ροιτικά
13724,13725.0,2025-09-18 22:00:00,979,23.21,50414.91,31.26,336.34,196.31,4.42,4.42,51.59,33.04,32875.57,Άγιος Βασίλης
13728,13729.0,2025-09-18 22:00:00,983,23.7,59436.86,59.45,444.38,175.17,7.09,7.09,83.83,40.1,38758.78,Πλάζ
13729,13730.0,2025-09-18 22:00:00,984,24.35,52920.09,286.27,362.68,24.39,5.1,5.1,62.71,34.89,34509.19,Ροιτικά
13733,13734.0,2025-09-18 23:00:00,979,23.03,51551.84,33.68,315.88,185.32,4.65,4.65,54.18,33.88,33616.96,Άγιος Βασίλης
13734,13735.0,2025-09-18 23:00:00,980,23.24,38995.74,182.78,395.67,238.1,3.19,3.19,37.31,24.81,25429.13,Ρίο
13736,13737.0,2025-09-18 23:00:00,982,23.25,35191.82,328.85,821.33,247.24,4.62,4.62,54.1,22.15,22948.58,Δάφνες
13737,13738.0,2025-09-18 23:00:00,983,23.76,59518.07,56.16,438.27,173.69,6.69,6.69,79.25,40.17,38811.74,Πλάζ
13738,13739.0,2025-09-18 23:00:00,984,22.78,52954.88,286.58,351.63,15.22,4.95,4.95,60.57,34.92,34531.88,Ροιτικά
13743,13744.0,2025-09-19 00:00:00,980,23.09,40309.31,184.18,395.12,237.44,3.14,3.14,36.63,25.74,26285.7,Ρίο
13746,13747.0,2025-09-19 00:00:00,983,23.24,59487.8,45.17,439.99,178.96,6.57,6.57,77.02,40.15,38791.99,Πλάζ
13747,13748.0,2025-09-19 00:00:00,984,24.25,53113.24,286.45,59.1,8.24,4.74,4.74,57.79,35.04,34635.14,Ροιτικά
13751,13752.0,2025-09-19 01:00:00,979,23.1,50588.42,31.98,314.62,185.33,4.53,4.53,52.66,33.17,32988.71,Άγιος Βασίλης
13754,13755.0,2025-09-19 01:00:00,982,23.08,35287.25,326.29,824.87,242.88,4.59,4.59,53.3,22.21,23010.82,Δάφνες
13755,13756.0,2025-09-19 01:00:00,983,23.03,59582.38,7.93,431.37,177.8,6.5,6.5,75.82,,38853.67,Πλάζ
13756,13757.0,2025-09-19 01:00:00,984,25.13,53239.83,287.3,69.36,214.55,4.78,4.78,58.18,35.14,34717.7,Ροιτικά
13760,13761.0,2025-09-19 02:00:00,979,23.72,51268.21,30.73,319.21,186.99,4.64,4.64,54.77,33.67,33432.0,Άγιος Βασίλης
13761,13762.0,2025-09-19 02:00:00,980,22.96,42646.76,182.96,399.94,239.57,3.16,3.16,36.55,27.41,27809.95,Ρίο
13763,13764.0,2025-09-19 02:00:00,982,22.79,35251.12,327.13,826.26,242.51,4.55,4.55,52.77,22.19,22987.25,Δάφνες
13764,13765.0,2025-09-19 02:00:00,983,22.96,59473.36,-17.88,424.34,179.03,6.48,6.48,75.23,40.13,38782.58,Πλάζ
13765,13766.0,2025-09-19 02:00:00,984,25.13,53185.96,287.39,69.36,214.55,4.72,4.72,57.42,35.1,34682.57,Ροιτικά
13769,13770.0,2025-09-19 03:00:00,979,23.67,51310.45,31.86,322.7,189.13,4.58,4.58,53.94,33.7,33459.54,Άγιος Βασίλης
13770,13771.0,2025-09-19 03:00:00,980,22.43,42897.11,185.36,402.22,241.09,3.29,3.3,37.81,27.59,27973.21,Ρίο
13772,13773.0,2025-09-19 03:00:00,982,22.27,35493.69,326.74,838.59,249.09,4.75,4.75,54.14,22.36,23145.44,Δάφνες
13773,13774.0,2025-09-19 03:00:00,983,22.81,59441.43,17.71,312.51,176.36,6.47,6.47,75.14,40.11,38761.75,Πλάζ
13774,13775.0,2025-09-19 03:00:00,984,25.09,53318.77,287.45,583.0,159.09,4.75,4.75,57.58,35.2,34769.17,Ροιτικά
13778,13779.0,2025-09-19 04:00:00,979,23.15,50867.39,32.55,325.34,190.28,4.42,4.42,51.67,33.38,33170.63,Άγιος Βασίλης
13779,13780.0,2025-09-19 04:00:00,980,22.82,44026.57,182.12,406.71,243.95,3.23,3.23,37.45,28.4,28709.73,Ρίο
13781,13782.0,2025-09-19 04:00:00,982,22.25,35397.13,327.56,435.46,252.81,4.95,4.95,56.67,22.29,23082.47,Δάφνες
13782,13783.0,2025-09-19 04:00:00,983,22.49,59480.58,12.54,308.62,174.33,6.52,6.52,75.02,40.14,38787.29,Πλάζ
13783,13784.0,2025-09-19 04:00:00,984,25.09,53305.65,287.1,583.0,159.09,5.05,5.05,61.22,35.19,34760.61,Ροιτικά
13787,13788.0,2025-09-19 05:00:00,979,23.14,51123.39,29.68,326.0,190.66,4.34,4.34,50.66,33.56,33337.56,Άγιος Βασίλης
13788,13789.0,2025-09-19 05:00:00,980,23.08,44114.18,178.69,411.96,247.27,3.21,3.21,37.35,28.46,28766.86,Ρίο
13790,13791.0,2025-09-19 05:00:00,982,22.59,35380.05,328.12,434.62,256.4,4.89,4.89,56.18,22.28,23071.33,Δάφνες
13791,13792.0,2025-09-19 05:00:00,983,22.42,59414.39,26.73,300.04,169.61,6.61,6.61,76.11,40.09,38744.13,Πλάζ
13792,13793.0,2025-09-19 05:00:00,984,25.09,53407.41,286.64,583.0,159.09,4.98,4.98,60.27,35.27,34826.97,Ροιτικά
13796,13797.0,2025-09-19 06:00:00,979,23.23,51324.4,31.8,324.23,189.51,4.4,4.4,51.52,33.71,33468.64,Άγιος Βασίλης
13797,13798.0,2025-09-19 06:00:00,980,23.06,41899.66,180.31,417.23,250.62,3.25,3.25,37.69,26.87,27322.77,Ρίο
13799,13800.0,2025-09-19 06:00:00,982,22.44,35237.18,328.31,435.91,259.11,4.89,4.89,56.2,22.18,22978.17,Δάφνες
13800,13801.0,2025-09-19 06:00:00,983,23.08,59434.5,46.0,303.46,171.14,6.73,6.73,77.1,40.1,38757.24,Πλάζ
13801,13802.0,2025-09-19 06:00:00,984,24.7,53211.3,285.26,569.5,35.72,4.57,4.57,54.91,35.12,34699.09,Ροιτικά
13805,13806.0,2025-09-19 07:00:00,979,23.21,50804.43,36.85,318.26,186.55,4.51,4.51,52.79,33.33,33129.57,Άγιος Βασίλης
13806,13807.0,2025-09-19 07:00:00,980,23.12,41593.76,183.71,420.65,253.51,3.32,3.32,38.77,26.65,27123.29,Ρίο
13808,13809.0,2025-09-19 07:00:00,982,22.7,35286.11,328.54,445.21,263.26,4.88,4.88,56.42,22.21,23010.07,Δάφνες
13809,13810.0,2025-09-19 07:00:00,983,23.17,59438.23,58.52,302.2,170.9,6.68,6.68,78.06,40.11,38759.68,Πλάζ
13810,13811.0,2025-09-19 07:00:00,984,24.7,53388.32,288.71,569.5,35.72,4.44,4.44,53.12,35.26,34814.53,Ροιτικά
13814,13815.0,2025-09-19 08:00:00,979,23.0,51188.51,54.88,315.08,184.64,4.85,4.85,56.23,33.61,33380.03,Άγιος Βασίλης
13815,13816.0,2025-09-19 08:00:00,980,23.12,42638.07,195.27,426.9,257.04,3.82,3.82,44.56,27.4,27804.29,Ρίο
